Date;Precipitacion;TemperaturaMedia;RH;RAD;Pressure;WindSpeed;CO2;DegreeDays;PAR;FDiff;VPD;TemperaturaMAX;TemperaturaMIN
06/02/2009;29.428;15.443;96.683;7.554;900.472;1.932;386.952;5.443;3.626;0.469;0.581;16.43;14.98
07/02/2009;36.474;16.057;96.567;5.139;900.226;1.647;386.952;6.057;2.467;0.479;0.627;17.56;14.79
08/02/2009;30.202;16.706;94.817;7.215;900.401;1.218;386.952;6.706;3.463;0.474;1.027;19.1;14.31
09/02/2009;2.322;17.602;84.835;16.763;900.467;1.604;386.952;7.602;8.046;0.333;3.397;21.36;14.51
10/02/2009;0;16.898;82.64;16.41;900.882;1.141;386.952;6.898;7.877;0.328;3.647;20.09;14.05
11/02/2009;0;18.248;82.521;23.021;899.701;1.517;386.952;8.248;11.05;0.23;4.185;22.41;14.44
12/02/2009;8.08;17.556;88.85;9.435;898.834;0.639;386.952;7.556;4.529;0.445;2.34;20.39;16
13/02/2009;0;17.903;83.904;22.827;898.959;1.262;386.952;7.903;10.957;0.229;3.703;21.59;14.75
14/02/2009;1.312;17.3;88.806;16.048;899.224;0.907;386.952;7.3;7.703;0.34;2.374;20.89;15.38
15/02/2009;4.552;17.171;86.39;19.318;899.403;1.034;386.952;7.171;9.272;0.293;3.02;21.26;13.81
16/02/2009;0;17.06;80.223;24.243;899.299;1.4;386.952;7.06;11.637;0.21;4.354;21.28;13.2
17/02/2009;1.212;16.901;77.767;17.529;898.972;2.407;386.952;6.901;8.414;0.319;4.84;20.72;13.36
18/02/2009;0;17.886;75.985;22.458;898.33;1.736;386.952;7.886;10.78;0.245;5.45;21.64;15.4
19/02/2009;1.814;17.582;85.198;10.196;898.257;0.335;386.952;7.582;4.894;0.445;3.18;20.55;15.38
20/02/2009;76.788;16.886;95.473;5.831;898.93;1.2;386.952;6.886;2.799;0.479;0.875;17.82;15.82
21/02/2009;2.118;17.265;88.9;16.977;894.862;1.7;386.952;7.265;8.149;0.351;2.392;20.98;15.31
22/02/2009;5.856;17.763;86.233;17.361;896.536;1.167;386.952;7.763;8.333;0.345;3.145;21.67;14.59
23/02/2009;12.734;16.859;91.973;12.651;899.651;0.737;386.952;6.859;6.073;0.397;1.599;19.3;15.61
24/02/2009;0.6;17.71;84.198;21.175;899.494;1.588;386.952;7.71;10.164;0.279;3.65;21.98;15.01
25/02/2009;7.4;16.43;86.475;19.506;898.121;1.22;386.952;6.43;9.363;0.29;2.853;20.46;13.02
26/02/2009;4.8;16.356;90.812;7.054;898.269;0.844;386.952;6.356;3.386;0.477;1.732;17.68;15.13
27/02/2009;6.2;16.12;93.25;6.481;898.468;0.706;386.952;6.12;3.111;0.478;1.246;17.75;14.91
28/02/2009;0.6;16.619;87.656;15.698;897.569;0.991;386.952;6.619;7.535;0.369;2.54;19.72;14.08
01/03/2009;1.4;16.975;86.104;20.522;897.417;1.394;386.952;6.975;9.851;0.287;3.05;21.16;14.52
02/03/2009;7.558;15.242;88.083;10.841;896.225;0.61;386.952;5.242;5.204;0.427;2.201;18.9;13.63
03/03/2009;11.824;14.821;94.569;9.935;895.677;1.227;386.952;4.821;4.769;0.458;0.929;16.6;13.75
04/03/2009;7.278;15.8;91.24;12.774;896.773;0.859;386.952;5.799;6.132;0.4;1.685;18.678;13.25
05/03/2009;46.362;16.428;94.856;5.329;897.522;1.831;386.952;6.427;2.558;0.479;0.967;17.398;15.865
06/03/2009;29.494;16.782;94.329;7.434;897.35;1.633;386.952;6.783;3.568;0.453;1.093;19.505;15.837
07/03/2009;19.492;17.25;88.4;13.366;897.453;1.385;386.952;7.25;6.416;0.411;2.475;20.686;15.326
08/03/2009;39.502;16.453;93.706;7.115;896.93;0.672;386.952;6.454;3.415;0.478;1.201;17.648;15.513
09/03/2009;21.31;16.374;94.09;7.261;897.191;0.653;386.952;6.374;3.485;0.475;1.125;18.148;15.303
10/03/2009;8.588;17.226;84.375;12.379;897.351;1.219;386.952;7.226;5.942;0.422;3.22;20.73;15.445
11/03/2009;1.046;17.816;78.075;20.474;896.587;1.944;386.952;7.816;9.827;0.286;4.675;21.64;14.98
12/03/2009;0;18.107;77.329;20.91;895.674;2.093;386.952;8.107;10.037;0.28;4.813;21.21;15.41
13/03/2009;3.699;18.238;80.562;22.903;895.269;1.961;386.952;8.238;10.994;0.275;4.322;22.18;15.22
14/03/2009;5.84;17.821;89.589;14.239;896.168;1.345;386.952;7.821;6.835;0.405;2.239;20.93;16.39
15/03/2009;0.061;19.131;80.516;24.389;896.202;1.707;386.952;9.131;11.707;0.25;4.619;22.94;16.49
16/03/2009;0;18.698;77.341;22.356;894.576;2.081;386.952;8.698;10.731;0.268;5.064;22.57;15.64
17/03/2009;2.323;17.631;83.212;18.424;894.518;1.59;386.952;7.631;8.843;0.336;3.666;22.75;14.86
18/03/2009;0.196;18.269;75.202;25.483;896.721;1.857;386.952;8.269;12.232;0.211;5.501;22.71;14.39
19/03/2009;0.526;18.494;80.066;22.914;898.573;1.602;386.952;8.494;10.999;0.251;4.565;22.51;15.35
20/03/2009;3.186;18.688;79.33;23.389;898.599;2.121;386.952;8.688;11.227;0.249;4.711;22.66;15.39
21/03/2009;9.196;17.008;89.47;10.508;898.565;1.371;386.952;7.008;5.044;0.449;2.122;19.58;15.81
22/03/2009;0;17.441;84.036;14.46;897.875;1.384;386.952;7.441;6.941;0.401;3.243;20.41;15.75
23/03/2009;0.197;18.098;79.12;18.593;896.383;1.626;386.952;8.098;8.925;0.351;4.434;21.23;14.82
24/03/2009;0;19.049;75.677;25.788;897.154;2.009;386.952;9.049;12.378;0.239;5.756;23.82;15.47
25/03/2009;0.128;19.305;78.221;24.547;897.268;1.932;386.952;9.305;11.783;0.277;5.019;23.11;16.15
26/03/2009;0;20.166;76.895;24.335;896.836;1.722;386.952;10.166;11.681;0.264;5.887;24.41;16.75
27/03/2009;0;19.774;80.934;19.013;896.122;1.602;386.952;9.774;9.126;0.351;4.576;23.45;16.22
28/03/2009;0;20.413;79.688;24.521;895.788;1.807;386.952;10.413;11.77;0.267;5.091;24.04;16.61
29/03/2009;0;20.836;77.819;22.644;895.688;1.764;386.952;10.836;10.869;0.296;5.619;24.01;17.89
30/03/2009;0;20.729;73.753;20.581;895.574;1.586;386.952;10.729;9.879;0.321;6.701;24.58;17.13
31/03/2009;0;20.229;81.857;22.229;896.293;1.512;386.952;10.229;10.67;0.298;4.549;23.58;17.5
01/04/2009;0.129;20.027;87.939;16.972;898.261;1.511;386.952;10.027;8.147;0.41;3.074;23.56;16.98
02/04/2009;0;20.462;79.961;23.38;897.845;1.628;386.952;10.462;11.222;0.308;5.091;24.35;16.59
03/04/2009;0;20.916;77.712;14.281;897.182;1.202;386.952;10.916;6.855;0.449;5.7;24;19.28
04/04/2009;0;20.372;78.321;26.113;896.432;1.938;386.952;10.372;12.534;0.247;5.384;24.4;16.68
05/04/2009;0;19.525;75.536;25.161;895.701;1.896;386.952;9.525;12.077;0.258;5.846;23.94;16.33
06/04/2009;0;19.384;73.723;26.812;895.103;2.061;386.952;9.384;12.87;0.224;6.337;23.95;14.96
07/04/2009;0;18.943;75.992;24.538;895.461;2.372;386.952;8.943;11.778;0.288;5.58;24.13;15.44
08/04/2009;0;17.976;70.733;16.995;895.967;1.618;386.952;7.976;8.158;0.373;6.353;22.64;13.68
09/04/2009;0;19.452;76.741;22.51;896.084;1.914;386.952;9.452;10.805;0.299;5.388;22.76;16.59
10/04/2009;0;19.481;77.248;25.621;895.63;1.765;386.952;9.481;12.298;0.254;5.519;23.34;15.23
11/04/2009;0;20.59;78.431;25.932;896.53;1.823;386.952;10.59;12.448;0.257;5.564;24.23;17.41
12/04/2009;7.919;19.461;88.211;14.788;897.424;1.287;386.952;9.461;7.098;0.43;2.821;23.68;17.22
13/04/2009;0.905;20.234;84.606;25.01;896.486;1.628;386.952;10.234;12.005;0.267;4.012;24.25;16.65
14/04/2009;7.601;19.205;89.659;14.982;895.653;1.303;386.952;9.205;7.192;0.433;2.484;23.2;16.99
15/04/2009;0.061;19.433;79.099;21.043;896.172;1.846;386.952;9.432;10.101;0.338;4.928;23.64;15.96
16/04/2009;0.068;19.512;81.589;21.931;896.44;1.787;386.952;9.512;10.527;0.309;4.411;23.25;16.2
17/04/2009;0.591;20.062;86.022;24.942;896.18;1.858;386.952;10.062;11.972;0.275;3.567;23.55;17.92
18/04/2009;0.061;19.47;82.684;20.725;895.828;1.773;386.952;9.47;9.948;0.353;4.091;22.97;17.29
19/04/2009;1.039;19.402;81.281;21.861;894.988;1.695;386.952;9.402;10.493;0.328;4.577;23.21;16.05
20/04/2009;0.33;19.321;87.059;16.065;894.334;1.528;386.952;9.321;7.711;0.412;3.067;22.21;16.64
21/04/2009;9.533;19.298;85.617;14.904;894.553;1.189;386.952;9.298;7.154;0.427;3.458;24.11;16.69
22/04/2009;4.804;19.948;87.241;10.322;895.353;1.221;386.952;9.947;4.954;0.499;3.128;22.99;18.49
23/04/2009;6.552;19.383;88.634;9.916;895.952;0.962;386.952;9.383;4.76;0.469;2.652;22.39;17.68
24/04/2009;3.124;19.491;85.991;10.763;895.536;1.476;386.952;9.491;5.166;0.495;3.349;22.19;17.42
25/04/2009;0;19.788;78.639;26.747;895.629;1.862;386.952;9.788;12.839;0.236;5.38;23.88;16.45
26/04/2009;0.196;19.591;80.34;26.443;896.736;2.105;386.952;9.591;12.693;0.241;4.723;23.53;16.35
27/04/2009;13.649;20.108;85.783;24.266;898.056;1.826;386.952;10.107;11.648;0.281;3.67;24.12;17.29
28/04/2009;10.074;19.391;91.203;9.77;898.417;1.157;386.952;9.391;4.689;0.483;2.026;21.31;17.9
29/04/2009;5.406;19.317;91.317;8.371;898.55;1.038;386.952;9.317;4.018;0.498;2.031;21.95;17.6
30/04/2009;2.147;18.913;91.993;8.085;898.928;0.978;386.952;8.913;3.881;0.508;1.8;21.21;17.67
01/05/2009;0.257;19.357;86.646;10.195;898.546;1.133;386.952;9.357;4.894;0.489;3.089;22.26;16.92
02/05/2009;0.061;19.332;86.873;8.833;897.451;1.053;386.952;9.332;4.24;0.501;3.007;21.73;16.83
03/05/2009;16.586;19.549;89.654;7.661;896.472;1.064;386.952;9.549;3.677;0.516;2.401;21.61;18.04
04/05/2009;13.151;20.273;88.409;15.043;895.56;1.078;386.952;10.273;7.221;0.388;2.927;23.67;17.9
05/05/2009;0.061;20.223;86.157;15.853;896.812;1.389;386.952;10.223;7.61;0.381;3.397;23.51;17.94
06/05/2009;5.075;20.177;85.569;16.604;897.819;1.494;386.952;10.177;7.97;0.394;3.555;23.75;17.48
07/05/2009;0.257;19.494;89.523;8.917;897.793;1.078;386.952;9.494;4.28;0.501;2.446;22.36;17.71
08/05/2009;2.922;20.346;83.914;22.223;897.236;1.521;386.952;10.346;10.667;0.33;4.047;24.33;17.3
09/05/2009;0.659;20.949;84.65;24.322;897.339;1.643;386.952;10.949;11.675;0.264;4.045;24.78;17.98
10/05/2009;0.061;20.812;87.08;14.605;896.774;1.26;386.952;10.812;7.01;0.422;3.307;23.99;18.87
11/05/2009;7.834;20.275;92.124;13.78;896.471;1.155;386.952;10.275;6.614;0.444;1.974;23.2;18.83
12/05/2009;34.974;18.792;95.644;4.851;896.224;0.814;386.952;8.792;2.329;0.521;0.939;20.68;17.35
13/05/2009;17.505;19.209;90.765;19.984;895.102;1.277;386.952;9.209;9.593;0.362;2.313;23.74;17.18
14/05/2009;4.025;19.434;90.245;15.435;894.897;1.558;386.952;9.434;7.409;0.395;2.315;22.04;17.39
15/05/2009;1.027;20.36;85.11;22.946;895.625;1.471;386.952;10.36;11.014;0.293;3.829;24.17;17.01
16/05/2009;0.061;19.816;90.581;12.319;896.165;1.248;386.952;9.816;5.913;0.441;2.241;22.75;18.09
17/05/2009;1.277;20.093;84.598;15.801;896.8;1.547;386.952;10.093;7.584;0.383;3.739;23.14;17.48
18/05/2009;0.992;20.558;84.626;15.931;896.93;1.302;386.952;10.558;7.647;0.384;3.905;24.57;17.27
19/05/2009;6.508;20.475;85.708;19.86;896.552;1.447;386.952;10.475;9.533;0.327;3.704;24.41;18.16
20/05/2009;0.19;20.103;87.675;19.641;895.959;1.5;386.952;10.103;9.428;0.336;3.055;23.92;17.98
21/05/2009;0;20.596;85.546;14.432;895.271;1.312;386.952;10.596;6.928;0.405;3.672;24.11;17.78
22/05/2009;0.196;20.889;87.269;16.325;895.556;1.445;386.952;10.889;7.836;0.386;3.309;24.14;18.24
23/05/2009;9.629;20.852;88.388;14.601;895.561;1.282;386.952;10.852;7.009;0.416;3.038;24.56;18.64
24/05/2009;0.832;21.448;87.307;19.355;895.574;1.306;386.952;11.448;9.29;0.354;3.442;24.63;19.06
25/05/2009;0.526;21.404;83.942;17.301;895.83;1.281;386.952;11.404;8.304;0.356;4.382;25.86;19.26
26/05/2009;17.125;21.08;85.58;21.318;894.979;1.562;386.952;11.08;10.233;0.299;3.837;25.34;19.03
27/05/2009;4.998;20.713;85.086;20.504;895.34;1.314;386.952;10.713;9.842;0.312;3.958;25.37;18.02
28/05/2009;14.217;20.335;88.22;13.869;895.046;1.204;386.952;10.335;6.657;0.384;2.913;23.66;18.65
29/05/2009;1.407;20.96;83.617;20.601;894.874;1.487;386.952;10.96;9.889;0.305;4.235;24.53;18.39
30/05/2009;2.314;20.788;83.886;18.111;895.059;1.328;386.952;10.788;8.693;0.36;4.201;25.03;18.17
31/05/2009;3.126;20.217;87.68;14.331;895.191;1.293;386.952;10.217;6.879;0.432;3.005;23.17;18.39
01/06/2009;2.813;20.43;87.123;16.895;895.543;1.362;386.952;10.43;8.11;0.394;3.265;23.52;18.12
02/06/2009;12.377;20.199;92.076;13.448;895.68;1.204;386.952;10.199;6.455;0.447;2.018;24.12;18.86
03/06/2009;0.061;20.048;88.914;17.37;896.938;1.3;386.952;10.048;8.338;0.383;2.738;23.3;17.21
04/06/2009;3.526;20.591;88.351;16.626;896.897;1.351;386.952;10.591;7.98;0.39;3;24.42;18.05
05/06/2009;61.913;20.402;86.685;14.793;895.878;1.657;386.952;10.402;7.101;0.402;3.328;24.54;18.29
06/06/2009;31.951;20.506;81.378;17.884;895.193;1.348;386.952;10.506;8.584;0.368;4.702;23.96;18.12
07/06/2009;0;20.605;89.192;20.171;895.191;1.286;386.952;10.605;9.682;0.322;2.811;23.73;17.8
08/06/2009;4.829;21.333;91.581;18.526;895.053;1.249;386.952;11.333;8.893;0.373;2.339;24.45;19.57
09/06/2009;4.676;21.356;91.111;18.469;894.852;1.255;386.952;11.356;8.865;0.371;2.447;24.25;19.49
10/06/2009;0.257;20.932;89.006;11.2;894.747;0.967;386.952;10.932;5.376;0.481;2.863;24;18.83
11/06/2009;0.654;20.199;86.307;12.535;894.27;1.37;386.952;10.199;6.017;0.415;3.319;23.68;18.31
12/06/2009;0.336;20.312;89.112;11.099;894.791;1.184;386.952;10.312;5.328;0.435;2.651;23.26;17.99
13/06/2009;75.015;19.739;90.742;7.197;895.931;0.98;386.952;9.739;3.455;0.489;2.169;21.96;18.25
14/06/2009;1.31;20.314;84.062;14.574;896.295;1.171;386.952;10.314;6.996;0.427;3.981;24.3;17.88
15/06/2009;0.201;21.012;85.164;16.852;896.366;1.369;386.952;11.012;8.089;0.362;3.918;24.53;17.85
16/06/2009;0.068;21.342;86.407;21.659;897.078;1.392;386.952;11.342;10.396;0.301;3.653;24.5;17.9
17/06/2009;0.257;20.83;88.302;16.865;897.25;1.304;386.952;10.83;8.095;0.376;2.996;24.33;18.41
18/06/2009;8.102;20.397;85.655;14.993;897.602;1.233;386.952;10.397;7.197;0.417;3.64;24.43;18.05
19/06/2009;44.811;20.164;87.297;19.188;898.56;1.449;386.952;10.164;9.21;0.336;3.196;24.33;17.39
20/06/2009;5.588;20.154;87.208;17.788;897.046;1.295;386.952;10.154;8.538;0.364;3.167;24.18;17.35
21/06/2009;2.14;20.004;87.685;15.497;895.961;1.425;386.952;10.004;7.438;0.421;2.982;23.56;17.6
22/06/2009;3.005;20.401;84.508;16.552;895.77;1.386;386.952;10.401;7.945;0.366;3.865;23.89;17.22
23/06/2009;2.33;20.543;85.549;21.909;897.76;1.482;386.952;10.543;10.517;0.302;3.688;24.76;17.58
24/06/2009;45.525;20.403;86.391;19.717;899.206;1.527;386.952;10.403;9.464;0.327;3.53;24.87;17.73
25/06/2009;1.84;20.407;85.736;17.848;899.524;1.29;386.952;10.408;8.567;0.341;3.572;24.14;17.71
26/06/2009;1.168;20.591;88.332;15.391;900.043;1.211;386.952;10.591;7.387;0.431;2.956;23.76;17.83
27/06/2009;0.061;21.433;84.45;23.798;898.884;1.514;386.952;11.433;11.423;0.278;4.25;24.99;18.42
28/06/2009;7.569;20.665;82.726;18.375;898.182;1.242;386.952;10.665;8.82;0.335;4.597;25.34;18.16
29/06/2009;54.483;20.642;82.561;16.698;897.732;1.424;386.952;10.643;8.015;0.39;4.405;24.12;18.58
30/06/2009;0;20.938;83.012;20.824;897.446;1.355;386.952;10.938;9.995;0.311;4.427;24.67;17.43
01/07/2009;12.222;20.766;83.408;23.165;898.42;1.808;386.952;10.766;11.119;0.272;4.344;25.13;17.85
02/07/2009;7.39;20.052;87.696;12.315;899.214;1.325;386.952;10.052;5.911;0.465;2.945;23.18;18.2
03/07/2009;52.605;20.024;89.797;11.049;899.717;1.217;386.952;10.024;5.303;0.435;2.507;24.35;18.23
04/07/2009;5.986;19.747;88.275;7.524;899.336;1.176;386.952;9.747;3.612;0.515;2.789;21.77;17.6
05/07/2009;9.552;19.548;89.765;11.326;898.704;1.135;386.952;9.548;5.437;0.44;2.365;22.49;18
06/07/2009;3.851;20.402;87.889;18.125;899.84;1.226;386.952;10.402;8.7;0.356;3.102;24.06;17.76
07/07/2009;0.061;20.633;84.768;20.293;899.948;1.414;386.952;10.633;9.741;0.337;3.926;24.44;17.64
08/07/2009;0.129;20.907;82.983;17.065;899.256;1.222;386.952;10.907;8.191;0.37;4.397;25.55;18.17
09/07/2009;0.068;20.35;83.28;12.802;898.177;1.129;386.952;10.35;6.145;0.458;4.072;25.08;17.77
10/07/2009;16.245;19.964;85.56;10.138;899.164;1.24;386.952;9.964;4.866;0.493;3.473;22.67;18.21
11/07/2009;2.379;19.652;83.481;11.611;899.896;1.094;386.952;9.652;5.573;0.469;3.938;22.92;17.45
12/07/2009;0;20.682;82.358;19.387;898.987;1.544;386.952;10.682;9.306;0.341;4.381;23.72;17.35
13/07/2009;5.063;19.746;88.923;6.802;898.104;1.094;386.952;9.746;3.265;0.517;2.541;21.63;18.07
14/07/2009;0.135;20.191;72.1;22.091;898.698;1.743;386.952;10.191;10.604;0.284;6.974;24.3;16.54
15/07/2009;9.826;19.63;79.608;4.742;898.181;1.054;386.952;9.63;2.276;0.521;4.849;24.47;17.34
16/07/2009;5.089;20.741;83.617;14.319;897.775;1.967;386.952;10.741;6.873;0.43;4.083;23.49;18.61
17/07/2009;17.539;20.681;89.512;9.109;898.223;1.472;386.952;10.681;4.373;0.506;2.642;23.01;18.36
18/07/2009;101.957;20.5;92.195;11.862;899.117;1.705;386.952;10.5;5.694;0.449;2.024;24.03;19.17
19/07/2009;18.179;19.5;90.166;7.617;899.134;1.834;386.952;9.5;3.656;0.51;2.288;21.92;18.21
20/07/2009;2.507;19.352;85.324;12.477;897.86;0.872;386.952;9.352;5.989;0.45;3.432;23.08;17.32
21/07/2009;15.259;20.575;82.93;23.656;897.35;0.905;386.952;10.575;11.355;0.272;4.394;24.36;16.75
22/07/2009;0.709;20.741;89.446;16.919;897.873;0.643;386.952;10.741;8.121;0.396;2.817;24.59;18.36
23/07/2009;7.157;20.236;87.13;12.978;899.198;0.384;386.952;10.236;6.229;0.449;3.17;24.2;18.14
24/07/2009;2.287;20.386;88.623;13.02;897.739;0.939;386.952;10.386;6.25;0.444;2.877;24.05;17.96
25/07/2009;0;20.187;87.608;10.022;897.806;1.309;386.952;10.187;4.811;0.492;2.984;22.95;18.68
26/07/2009;49.57;20.642;87.39;11.944;897.105;1.43;386.952;10.642;5.733;0.436;3.137;24.38;18.75
27/07/2009;9.415;20.879;79.303;20.643;896.919;1.28;386.952;10.879;9.909;0.331;5.422;24.76;17.71
28/07/2009;0;20.762;80.003;19.524;896.466;1.314;386.952;10.762;9.371;0.368;5.129;24.74;17.13
29/07/2009;0.264;20.753;85.901;17.34;896.549;1.651;386.952;10.752;8.323;0.381;3.537;23.74;18.47
30/07/2009;21.866;20.218;87.463;6.309;896.012;1.801;386.952;10.218;3.028;0.502;3.032;23.3;18.59
31/07/2009;5.204;21.361;83.151;24.649;895.264;1.018;386.952;11.361;11.832;0.255;4.58;25.04;18.18
01/08/2009;6.423;21.262;86.275;18.518;895.198;1.651;386.952;11.262;8.889;0.363;3.786;25.28;18.5
02/08/2009;9.998;20.181;89.379;11.823;894.828;0.797;386.952;10.181;5.675;0.44;2.621;22.43;18.7
03/08/2009;24.521;20.527;92.299;11.647;895.758;1.168;386.952;10.527;5.591;0.467;1.97;23.62;18.91
04/08/2009;33.517;20.069;94.925;5.693;896.288;1.051;386.952;10.069;2.733;0.508;1.233;22.72;19.15
05/08/2009;8.783;20.468;90.837;7.347;896.247;1.047;386.952;10.468;3.527;0.518;2.276;23;18.21
06/08/2009;12.554;19.568;87.713;8.247;896.555;0.53;386.952;9.568;3.958;0.483;2.84;21.92;18.37
07/08/2009;0.452;20.117;84.732;13.048;896.11;0.384;386.952;10.117;6.263;0.445;3.649;23.17;18.49
08/08/2009;0;20.762;83.378;19.175;896.396;0.759;386.952;10.762;9.204;0.363;4.384;25.41;17.42
09/08/2009;18.471;19.532;91.408;7.418;897.807;1.284;386.952;9.532;3.561;0.503;1.971;21.63;17.72
10/08/2009;7.559;18.796;90.844;8.151;897.506;1.13;386.952;8.796;3.913;0.507;2.006;20.54;17.63
11/08/2009;0;20.67;84.58;22.27;897.329;0.756;386.952;10.67;10.689;0.318;3.946;24.38;17.76
12/08/2009;0.068;21.401;83.752;20.626;898.273;0.789;386.952;11.401;9.9;0.32;4.389;25.01;18.43
13/08/2009;23.791;21.19;83.195;24.459;897.672;0.905;386.952;11.19;11.74;0.263;4.814;26.05;17.89
14/08/2009;19.915;19.436;91.169;7.241;896.875;1.509;386.952;9.436;3.475;0.485;2.007;22.01;18
15/08/2009;32.864;20.027;83.556;18.319;896.91;0.272;386.952;10.027;8.793;0.351;4.034;24.46;16.76
16/08/2009;13.365;20.231;87.164;17.312;896.169;1.543;386.952;10.231;8.31;0.379;3.17;23.46;17.33
17/08/2009;24.225;20.438;87.906;21.634;894.796;0.494;386.952;10.438;10.384;0.315;3.162;24.61;17.52
18/08/2009;2.703;20.957;87.013;24.751;893.856;1.718;386.952;10.957;11.88;0.279;3.526;24.57;18.08
19/08/2009;21.583;20.02;87.821;19.092;895.213;1.16;386.952;10.02;9.164;0.34;3.034;23.83;17.54
20/08/2009;31.515;20.14;87.472;20.457;895.989;0.905;386.952;10.14;9.819;0.323;3.284;25.01;17.81
21/08/2009;0.128;20.505;84.971;22.596;895.669;0.53;386.952;10.505;10.846;0.314;4.004;24.32;17.87
22/08/2009;0.325;20.361;82.229;21.686;895.316;1.012;386.952;10.361;10.409;0.326;4.406;24.64;17.84
23/08/2009;1.303;19.786;81.279;11.305;895.826;1.32;386.952;9.786;5.426;0.459;4.414;23.73;16.7
24/08/2009;0.128;20.392;84.222;19.044;896.272;1.386;386.952;10.392;9.141;0.364;4.114;25.14;17.96
